Site,Name,Price,RAM,Storage,Url
refurbed.dk,HP EliteBook 840 G7 | i5-10310U | 14&quot;,2305 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-g7-i5-10310u/
refurbed.dk,Dell Latitude 5420 | i5-1135G7 | 14&quot;,2165 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5420-i5-1135g7/
refurbed.dk,ASUS ExpertBook B9 | i7-1185G7 | 14&quot;,8325 kr.,16.0 GB,1000 GB,https://www.refurbed.dk/p/asus-expertbook-b9-1185g7/
refurbed.dk,HP Elite Dragonfly | i7-8565U | 13.3&quot;,3859 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elite-dragonfly-i7-8565u-13-3/
refurbed.dk,Dell Latitude 5430 | i5-1235U | 14&quot;,3245 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5430-i5-1235u/
refurbed.dk,HP EliteBook 1040 G11 | Core Ultra 7 155H | 14&quot;,11139 kr.,16.0 GB,1000 GB,https://www.refurbed.dk/p/hp-1040-g11-core-ultra-7-155h/
refurbed.dk,HP EliteBook 840 G10 | i5-1335U | 14&quot;,5805 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-840-g10-i5-1335u/
refurbed.dk,Acer Nitro 5 AN515-55 | i7-10750H | 15.6&quot;,8575 kr.,8.0 GB,512 GB,https://www.refurbed.dk/p/acer-nitro-5-an515-55-i7-10750h/
refurbed.dk,Acer Predator Triton Neo 16 PTN16-51 | Core Ultra 5 125H | 16&quot;,15419 kr.,16.0 GB,120 GB,https://www.refurbed.dk/p/acer-pr-tri-neo-16-ptn16-51-125h/
refurbed.dk,Lenovo ThinkPad T14s G3 | i7-1270P | 14&quot;,5299 kr.,32.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14s-g3-i7-1270p/
refurbed.dk,Dell Precision 5560 | i5-11500H | 15.6&quot;,4975 kr.,32.0 GB,500 GB,https://www.refurbed.dk/p/dell-precision-5560-i5-11500h-15/
refurbed.dk,Lenovo ThinkPad P1 G4 | i7-11800H | 16&quot;,10265 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-p-g4-i7-11800h/
refurbed.dk,Dell Latitude 7300 | i5-8365U | 13.3&quot;,1855 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7300-i5-8365u-13-3/
refurbed.dk,Dell Latitude 5450 | Core Ultra 5 125U | 14&quot;,4405 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5450-core-5-125u/
refurbed.dk,HP EliteBook 830 G8 | i7-1165G7 | 13.3&quot;,3889 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-eb-830-g8-i7-1165g7/
refurbed.dk,Lenovo Thinkpad T14 G1 | Ryzen 7 Pro 4750U | 14&quot;,3469 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14-g1-4750u/
refurbed.dk,HP Pavilion 16-af | Core Ultra 5 125U | 16&quot;,"5971,40 kr.",16.0 GB,1000 GB,https://www.refurbed.dk/p/hp-pavilion-16-af-5-125u/
refurbed.dk,Microsoft Surface Laptop Studio | i5-11300H | 14.4&quot;,8535 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/ms-surface-laptop-studio-11300h/
refurbed.dk,HP ProBook X360 435 G8 | Ryzen 5 5600U | 13.3&quot;,3329 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-probook-x360-435-g8-5-5600u/
refurbed.dk,Dell Latitude 5411 | i5-10400H | 14&quot;,1989 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5411-i5-10400h/
refurbed.dk,Dell Latitude 5430 | i7-1255U | 14&quot;,3139 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5430-i7-1255u/
refurbed.dk,HP ProBook 450 G5 | i5-8250U | 15.6&quot;,2135 kr.,8.0 GB,240 GB,https://www.refurbed.dk/p/hp-probook-450-g5-i5-8250u-15-6/
refurbed.dk,HP Victus 16-e | Ryzen 5 5600H | 16.1&quot;,5715 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-victus-16-e-ryzen-5-5600h/
refurbed.dk,Dell Precision 5540 | i5-9400H | 15.6&quot;,5959 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-precision-5540-i5-9400h/
refurbed.dk,HP EliteBook 850 G6 | i5-8365U | 15.6&quot;,2335 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-850-g6-i5-83650u/
refurbed.dk,HP 250 G10 | i7-1355U | 15.6&quot;,6819 kr.,8.0 GB,960 GB,https://www.refurbed.dk/p/hp-250-g10-i7-1355u-15-6/
refurbed.dk,HP EliteBook x360 830 G9 | i5-1245U | 13.3&quot;,"5559,65 kr.",16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-x360-830-g9-1245u/
refurbed.dk,Dell Latitude 7400 | i5-8265U | 14&quot;,1825 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7400-8265u-14/
refurbed.dk,HP ProBook 650 G4 | i5-8250U | 15.6&quot;,3205 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-probook-650-g4-8250u/
refurbed.dk,HP ZBook 15v G5 | i7-9750H | 15.6&quot;,5715 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-15v-g5-9750h/
refurbed.dk,Lenovo Thinkpad T14s G2 | i5-1135G7 | 14&quot;,2245 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14s-g2-1135g7/
refurbed.dk,Dell Latitude 5420 | i5-1145G7 | 14&quot;,2719 kr.,8.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5420-i5-1145g7/
refurbed.dk,Dell Latitude 5521 | i7-11850H | 15.6&quot;,4525 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5521-i7-11850h/
refurbed.dk,Fujitsu Celsius H780 | i7-8750H | 15.6&quot;,3195 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/fujitsu-celsius-h780-i7-8750h/
refurbed.dk,Lenovo Thinkpad T14 G4 | i5-1335U | 14&quot;,6465 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14-g4-i5-1335u/
refurbed.dk,HP EliteBook 850 G5 | i5-8250U | 15.6&quot;,2865 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-850-g5-i5-8250u-156/
refurbed.dk,Dell Precision 5540 | E-2276M | 15.6&quot;,6309 kr.,32.0 GB,500 GB,https://www.refurbed.dk/p/dell-precision-5540-e-2276m/
refurbed.dk,Lenovo ThinkPad T480 | i3-8130U | 14&quot;,2275 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/lenovo-tp-t480-i3-8130u/
refurbed.dk,Samsung Galaxy Book5 Pro | Core Ultra 5 226V | 14&quot;,9855 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/samsung-glxy-bk5-pro-14-5-226v/
refurbed.dk,Dell Latitude 5330 2-in-1 | i7-1265U | 13.3&quot;,5479 kr.,32.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5330-2-in-1-1265u/
refurbed.dk,Dell Precision 7540 | i9-9880H | 15.6&quot;,8965 kr.,32.0 GB,1000 GB,https://www.refurbed.dk/p/dell-precision-7540-i9-9880h/
refurbed.dk,HP EliteBook x360 1040 G8 | i7-1185G7 | 14&quot;,5479 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1040-g8-1185g7/
refurbed.dk,Samsung Galaxy Book4 Edge | X Elite X1E-80-100 | 14&quot;,5599 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/samsung-g-b4-edge-xelitex1e80100/
refurbed.dk,Microsoft Surface Laptop 5 | i5-1235U | 13.5&quot;,4495 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/microsoft-surface-5-i5-1235u/
refurbed.dk,Dell Latitude 7300 | i5-8265U | 13.3&quot;,4609 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7300-i5-8265u-13-3/
refurbed.dk,Lenovo ThinkPad L14 G1 | Ryzen 5 Pro 4650U | 14&quot;,1949 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l14-g1-ryzen5-14/
refurbed.dk,Acer Swift Go SFG16-71 | i5-1335U | 16&quot;,7579 kr.,16.0 GB,1000 GB,https://www.refurbed.dk/p/acer-swift-go-sfg16-71-i5-1335u/
refurbed.dk,Lenovo ThinkPad L14 G4 | i5-1335U | 14&quot;,3805 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l14-g4-i5-1335u/
refurbed.dk,HP ZBook Studio G8 | i7-11800H | 15.6&quot;,7179 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-studio-g8-11800h-15-6/
refurbed.dk,Lenovo Thinkpad P71 | Xeon E3-1505M v6 | 17.3&quot;,9985 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-p71-1505m-v6-17/
refurbed.dk,Lenovo ThinkPad X390 | i5-8365U | 13.3&quot;,2075 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x390-8365u/
refurbed.dk,HP Envy x360 16-ad | Ryzen 7 8840HS | 16&quot;,7515 kr.,16.0 GB,1000 GB,https://www.refurbed.dk/p/hp-envy-x360-16-ad-r-7-8840hs/
refurbed.dk,HP ZBook 15 G6 | i7-9750H | 15.6&quot;,4755 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-15-g6-i7-9750h/
refurbed.dk,HP ZBook Fury 15 G8 | i9-11950H | 15.6&quot;,10889 kr.,32.0 GB,1000 GB,https://www.refurbed.dk/p/hp-zbook-fury-15-g8-11950h-15-6/
refurbed.dk,HP EliteBook 835 G10 | Ryzen 5 7545U | 13.3&quot;,5595 kr.,8.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-835-g10-r5-7545u-13/
refurbed.dk,HP 17-CN | i5-1334U | 17.3&quot;,5579 kr.,16.0 GB,1000 GB,https://www.refurbed.dk/p/hp-17-cn-i5-1334u-17-3/
refurbed.dk,Lenovo ThinkPad X1 Carbon G9 | i7-1185G7 | 14&quot;,4555 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-tp-x1-carbon-g9-i7-1185g7/
refurbed.dk,Lenovo ThinkPad P17 G2 | i9-11950H | 17.3&quot;,17479 kr.,32.0 GB,1000 GB,https://www.refurbed.dk/p/lenovo-thinkpad-p17-g2-i9-11950h/
refurbed.dk,Lenovo ThinkPad L15 G4 | i5-1335U | 15.6&quot;,5015 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l15-g4-i5-1335u/
refurbed.dk,HP EliteBook x360 830 G8 | i5-1145G7 | 13.3&quot;,3069 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-830-g8-1145g7/
refurbed.dk,HP ZBook Studio G8 | i7-11850H | 15.6&quot;,4715 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-zbook-studio-g8-11850h/
refurbed.dk,Lenovo ThinkPad X1 Yoga G7 | i7-1265U | 14&quot;,5565 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g7-i7-1265u/
refurbed.dk,Samsung Galaxy Book3 15 | i5-1335U | 15.6&quot;,5069 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/samsung-book3-15-i5-1335u/
refurbed.dk,Apple MacBook Pro 2023 M3 | 16.2&quot;,13495 kr.,18.0 GB,512 GB,https://www.refurbed.dk/p/apple-macbook-pro-2023-m3-16-2/
refurbed.dk,HP EliteBook 840 G10 | i5-1340P | 14&quot;,6005 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-840-g10-i5-1340p/
refurbed.dk,Dell Latitude 14 9420 | i7-1185G7 | 14&quot;,6125 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-14-9420-1185g7-14/
refurbed.dk,Dell Latitude 15 3500 | i5-8365U | 15.6&quot;,2275 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-3500-i5-8365u/
refurbed.dk,Dell Precision 7550 | Xeon W-10855M | 15.6&quot;,5209 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-7550-w-10855m/
refurbed.dk,Dell Precision 3561 | i9-11950H | 15.6&quot;,8215 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-3561-i9-11950h/
refurbed.dk,Dell Precision 3570 | i7-1265U | 15.6&quot;,7399 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-3570-1265u-15-6/
refurbed.dk,Lenovo ThinkPad X1 Carbon G9 | i5-1135G7 | 14&quot;,3725 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-carbon-g9-i5-1135g7/
refurbed.dk,HP ProBook 430 G7 | i3-10110U | 13.3&quot;,2059 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/hp-probook-430-g7-i3-10110u/
refurbed.dk,Dell Latitude 7320 2-in-1 | i7-1165G7 | 13.3&quot;,4499 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-7320-2-in-1-i7-1165g/
refurbed.dk,Lenovo ThinkPad X1 Yoga G3 | i7-8550U | 14&quot;,3005 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g3-8550u/
refurbed.dk,Lenovo ThinkPad X1 Extreme G4 | i7-11800H | 16&quot;,11805 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-x1-extreme-g4-i7/
refurbed.dk,Dell Latitude 5440 | i5-1235U | 14&quot;,5189 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5440-i5-1235u/
refurbed.dk,Dell Latitude 5400 | i5-8365U | 14&quot;,1705 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5400-8365u/
refurbed.dk,Microsoft Surface Laptop 2 | i5-8350U | 13.5&quot;,2459 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/microsoft-surface-ltp-2-i5-8350u/
refurbed.dk,Samsung Galaxy Book5 Pro 360 | Core Ultra 7 256V | 16&quot;,9605 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/samsung-glxy-bk5-pro-360-7-256v/
refurbed.dk,HP EliteBook x360 1040 G9 | i5-1245U | 14&quot;,7629 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1040-g9-1245u/
refurbed.dk,Microsoft Surface Laptop 5 | i7-1265U | 13.5&quot;,6345 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/microsoft-surface-5-i7-1265u/
refurbed.dk,HP ZBook Power G7 | i7-10750H | 15.6&quot;,5225 kr.,16.0 GB,480 GB,https://www.refurbed.dk/p/hp-zbook-power-g7-i7-10750h-15-6/
refurbed.dk,Dell Precision 7730 | i7-8850H | 17.3&quot;,7429 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-7730-i7-8850h/
refurbed.dk,Lenovo ThinkPad L590 | i5-8265U | 15.6&quot;,2309 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-l590-8265u-15-6/
refurbed.dk,HP EliteBook 640 G10 | i7-1365U | 14&quot;,8035 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-640-g10-i7-1365u/
refurbed.dk,ASUS ROG Strix G17 G713 | Ryzen 9 7845HX | 17.3&quot;,11389 kr.,16.0 GB,1000 GB,https://www.refurbed.dk/p/asus-rog-strix-g17-g713-9-7845hx/
refurbed.dk,Lenovo ThinkPad L15 G2 | i5-1145G7 | 15.6&quot;,4255 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l15-g2-1145g7/
refurbed.dk,Dell Latitude 5540 | i7-1365U | 15.6&quot;,6375 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5540-i7-1365u/
refurbed.dk,Dell Precision 7740 | i7-9850H | 17.3&quot;,6955 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-precision-7740-i7-9850h/
refurbed.dk,Lenovo ThinkPad P43s | i7-8665U | 14&quot;,4559 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-tp-p43s--i7-8665u/
refurbed.dk,Lenovo Thinkpad T14s G1 | Ryzen 5 PRO 4650U | 14&quot;,2459 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14s-g1-4650u/
refurbed.dk,Lenovo ThinkPad P15s G1 | i7-10610U | 15.6&quot;,4135 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-p15s-g1-10610u/
refurbed.dk,Dell Precision 3571 | i7-12700H | 15.6&quot;,10445 kr.,32.0 GB,1000 GB,https://www.refurbed.dk/p/dell-precision-3571-12700h/
refurbed.dk,Lenovo ThinkPad X13 G3 | i5-1250P | 13.3&quot;,6199 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-x13-g3-i7-1250p/
refurbed.dk,HP EliteBook x360 830 G9 | i5-1235U | 13.3&quot;,6365 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-830-g9-1235u/
refurbed.dk,Lenovo ThinkPad X1 Yoga G1 Titanium | i5-1130G7 | 13.5&quot;,9709 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g1-i5-1130g7/
refurbed.dk,HP EliteBook 630 G9 | i7-1255U | 13.3&quot;,5449 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-630-g9-1255u-13-3/
refurbed.dk,Lenovo ThinkPad P1 G3 | i7-10750H | 15.6&quot;,5349 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-tp-p1g3-i7-10750h-15-6/
refurbed.dk,HP Envy x360 16-ac | Core Ultra 5 125U | 16&quot;,6349 kr.,8.0 GB,512 GB,https://www.refurbed.dk/p/hp-envy-x360-16-ac-u5-125u/
refurbed.dk,Lenovo Yoga 6 | Ryzen 5 5500U | 13.3&quot;,4495 kr.,8.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-yoga-6-55500u/
refurbed.dk,HP ZBook Fury 15 G7 | i7-10750H | 15.6&quot;,7259 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-fury-15-g7-i7-10750h/
refurbed.dk,Lenovo ThinkPad Yoga X390 | i5-8365U | 13.3&quot;,2399 kr.,8.0 GB,120 GB,https://www.refurbed.dk/p/lenovo-tp-yoga-x390-8365u/
refurbed.dk,Fujitsu Celsius H7510 | i7-10850H | 15.6&quot;,3775 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/fujitsu-celsius-h7510-i7-10850h/
refurbed.dk,HP EliteBook 840 G9 | i5-1235U | 14&quot;,3695 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-840-g9-i5-1235u/
refurbed.dk,Samsung Galaxy Book3 Ultra | i7-13700H | 16&quot;,7759 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/samsung-galaxy-book3-ultra-16/
refurbed.dk,Lenovo ThinkPad X1 Yoga G5 | i7-10510U | 14&quot;,4255 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g5-10510u-14/
refurbed.dk,HP EliteBook 830 G6 | i7-8565U | 13.3&quot;,2055 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-eb-830-g6-i7-8565u-13-3/
refurbed.dk,Dell Latitude 7440 | i7-1365U | 14&quot;,4165 kr.,32.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7440-i7-1365u/
refurbed.dk,Dell Precision 5490 | Core Ultra 5 135H | 14&quot;,9035 kr.,16.0 GB,1000 GB,https://www.refurbed.dk/p/dell-precision-5490-5-135h/
refurbed.dk,HP Elite Dragonfly G2 | i7-1165G7 | 13.3&quot;,5749 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elite-dragonfly-g2-i7-1165g7/
refurbed.dk,Lenovo ThinkPad T14s G5 | Core Ultra 7 165U | 14&quot;,10765 kr.,16.0 GB,128 GB,https://www.refurbed.dk/p/lenovo-tp-t14s-g5-ultra-7-165u/
refurbed.dk,Lenovo ThinkPad L14 G3 | i5-1245U | 14&quot;,4289 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l14-g3-i5-1245u/
refurbed.dk,HP ZBook Studio G7 | i7-10750H | 15.6&quot;,6609 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-studio-g7-10750h/
refurbed.dk,HP ZBook 15v G5 | i7-8850H | 15.6&quot;,5375 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-15v-g5-8850h-15-6/
refurbed.dk,Lenovo ThinkPad X1 Carbon G6 | i5-8250U | 14&quot;,2445 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-carbon-8250u/
refurbed.dk,HP ZBook Firefly 14 G8 | i5-1145G7 | 14&quot;,3675 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-zbook-14-firefly-g8-i5-1145g7/
refurbed.dk,HP Elitebook 865 G9 | Ryzen 5 PRO 6650U | 16&quot;,4445 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-865-g9-5-6650u/
refurbed.dk,Dell Latitude 7430 2-in-1 | i7-1265U | 14&quot;,4555 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7430-2-in-1-1265u/
refurbed.dk,Lenovo ThinkPad X1 Yoga G6 | i7-1165G7 | 14&quot;,4315 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g6-i7-1165g7/
refurbed.dk,HP ZBook 17 G5 | i7-8850H | 17.3&quot;,5299 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-17-g5-8850h-17/
refurbed.dk,HP EliteBook 830 G5 | i5-8350U | 13.3&quot;,1975 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-eb-830-g5-8350u/
refurbed.dk,Microsoft Surface 4 (2021) | i7-1185G7 | 13.5&quot;,3119 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/microsoft-surface-4-i7-13-5/
refurbed.dk,Dell Latitude 5440 | i5-1335U | 14&quot;,4425 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5440-i5-1335u/
refurbed.dk,Dell Latitude 5480 | i7-7820HQ | 14&quot;,4365 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5480-7820hq/
refurbed.dk,Dell Precision 3550 | i7-10610U | 15.6&quot;,4629 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-3550-i7-10610u/
refurbed.dk,ASUS ROG Strix G17 G713 | Ryzen 9 5900HX | 17.3&quot;,11915 kr.,16.0 GB,1000 GB,https://www.refurbed.dk/p/asus-rog-strix-g17-g713-5900hx/
refurbed.dk,Lenovo ThinkPad L13 Yoga G2 | i5-10210U | 13.3&quot;,3435 kr.,8.0 GB,500 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l13-yoga-10210u/
refurbed.dk,Lenovo ThinkPad T14 G3 | i5-1235U | 14&quot;,4605 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14-g3-i5-1235u/
refurbed.dk,Dell Latitude 3420 | i7-1165G7 | 14&quot;,3149 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-3420-i7-1165g7/
refurbed.dk,HP EliteBook x360 830 G7 | i7-10510U | 13.3&quot;,4255 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-830-g7-10510u/
refurbed.dk,Lenovo V14 G2 ALC | Ryzen 5 5500U | 14&quot;,3615 kr.,8.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-v14-g2-alc-ryzen-5-5500u/
refurbed.dk,Dell Latitude 5440 | i7-1355U | 14&quot;,5309 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5440-i7-1355u/
refurbed.dk,Lenovo ThinkBook 14 G2 | i5-1135G7 | 14&quot;,3285 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-14-g2-i5-1135g7-14/
refurbed.dk,Lenovo Thinkpad T14s G1 | i5-10210U | 14&quot;,2355 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14s-g1-10210u/
refurbed.dk,Fujitsu Lifebook E559 | i7-8565U | 15.6&quot;,3055 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/fujitsu-lifebook-e559-i7-8565u/
refurbed.dk,HP Elitebook x360 1030 G7 | i5-10310U | 13.3&quot;,3539 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1030-g7-10310u/
refurbed.dk,Dell Latitude 7430 | i7-1270P | 14&quot;,5065 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-7430-i7-1270p-14/
refurbed.dk,HP ZBook 15U G5 | i7-8550U | 15.6&quot;,5485 kr.,8.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-15u-g5-8550u-15-6/
refurbed.dk,Lenovo ThinkPad E15 G3 | Ryzen 5 5500U | 15.6&quot;,4285 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-e15-g3-5-5500u/
refurbed.dk,Lenovo ThinkPad P53s | i7-8665U | 15.6&quot;,3845 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-p53s-i7-8665u/
refurbed.dk,HP EliteBook 840 G9 | i5-1240P | 14&quot;,4845 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-840-g9-1240p-16/
refurbed.dk,HP ZBook 17 G6 | i7-9850H | 17.3&quot;,6519 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-17-g6-i7-9850h/
refurbed.dk,Lenovo ThinkPad X1 Yoga G4 | i5-8365U | 14&quot;,2315 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g4-8365u/
refurbed.dk,Dell Latitude 7320 2-in-1 | i7-1185G7 | 13.3&quot;,3655 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-7320-2-in-1-i7-1185g7/
refurbed.dk,Dell Precision 3530 | i7-8850H | 15.6&quot;,5465 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-3530-8850h-15-6/
refurbed.dk,Samsung Galaxy Book4 Edge | X Elite X1E-84-100 | 16&quot;,6925 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/samsung-g-b4-edge-xelitex1e84100/
refurbed.dk,HP ZBook 17 G6 | i7-9750H | 17.3&quot;,5599 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-zbook-17-g6-i7-9750h/
refurbed.dk,Dell Latitude 15 5510 | i5-10310U | 15.6&quot;,2245 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-15-5510-i5-10310u/
refurbed.dk,Samsung Galaxy Book | i3-1115G4 | 15.6&quot;,5015 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/samsung-glxy-i3115g4/
