Site,Name,Price,RAM,Storage,Url
refurbed.dk,HP Elitebook x360 1030 G7 | i7-10610U | 13.3&quot;,3865 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1030-g7-10610u/
refurbed.dk,Lenovo ThinkPad L13 G3 | i5-1235U | 13.3&quot;,2685 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l13-g3-1235u/
refurbed.dk,HP ZBook Firefly 14 G8 | i5-1135G7 | 14&quot;,3629 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-zbook-14-firefly-g8-i5-1135g7/
refurbed.dk,Dell Latitude 5450 | Core Ultra 5 135U | 14&quot;,5225 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5450-core-5-135/
refurbed.dk,Lenovo ThinkPad T590 | i7-8565U | 15.6&quot;,3679 kr.,8.0 GB,1000 GB,https://www.refurbed.dk/p/lenovo-tp-t590-8565u/
refurbed.dk,Lenovo ThinkPad T16 G1 | i7-1260P | 16&quot;,7595 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t16-g1-i7-1260p/
refurbed.dk,Dell Latitude 14 9410 2-in-1 | i7-10610U | 14&quot;,4975 kr.,16.0 GB,128 GB,https://www.refurbed.dk/p/dell-latitude-14-9410-2-1-10610u/
refurbed.dk,HP EliteBook 830 G9 | i5-1245U | 13.3&quot;,4625 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-830-g9-1245u-13-3/
refurbed.dk,Dell Latitude 7440 2-in-1 | i7-1365U | 14&quot;,8335 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7440-2-in-1-1365u/
refurbed.dk,HP ZBook Power G8 | i7-11800H | 15.6&quot;,5785 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-power-g8-11800h-15-6/
refurbed.dk,Honor MagicBook View 14 | i7-11390H | 14.2&quot;,4475 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/honor-magicbook-view-14-11390h/
refurbed.dk,Lenovo ThinkPad Z13 G1 | Ryzen 7 PRO 6850U | 13.3&quot;,4139 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-z13-g1-pro-6850u/
refurbed.dk,Dell Precision 7760 | i5-11500H | 17.3&quot;,5645 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-precision-7760-11500h-17/
refurbed.dk,Lenovo ThinkPad T16 G2 | i5-1335U | 16&quot;,7005 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t16-g2-i5-1335u/
refurbed.dk,Lenovo ThinkPad L15 G2 | Ryzen 5 PRO 5650U | 15.6&quot;,4229 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l15-g2-pro-5650u/
refurbed.dk,Dell Latitude 5400 | i5-8350U | 14&quot;,2559 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5400-8350u/
refurbed.dk,HP EliteBook 645 G9 | Ryzen 5 Pro 5675U | 14&quot;,2785 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-645-g9-5675u/
refurbed.dk,HP EliteBook 850 G7 | i7-10510U | 15.6&quot;,3395 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-850-g7-10510u-15-6/
refurbed.dk,HP Chromebook 11 G8 EE | N4120 | 11.6&quot;,1105 kr.,4.0 GB,32 GB,https://www.refurbed.dk/p/hp-chromebook-11-g8-ee-n4120/
refurbed.dk,Lenovo ThinkPad L14 G3 | i5-1235U | 14&quot;,3295 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l14-g3-i5-1235u/
refurbed.dk,HP EliteBook 1040 G9 | i5-1245U | 14&quot;,4675 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-1040-g9-i5-1245u/
refurbed.dk,Dell Latitude 5530 | i7-1265U | 15.6&quot;,5039 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5530-i7-1265u/
refurbed.dk,Lenovo ThinkPad L14 G4 | Ryzen 5 PRO 7530U | 14&quot;,4569 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l14-g4-7530u/
refurbed.dk,HP EliteBook x360 1030 G8 | i5-1145G7 | 13.3&quot;,4655 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1030-g8-1145g7/
refurbed.dk,Dell Vostro 3500 | i5-1135G7 | 15.6&quot;,4129 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-vostro-3500-i5-1135g7/
refurbed.dk,Dell Precision 7560 | Xeon W-11855M | 15.6&quot;,5605 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-7560-w-11855m/
refurbed.dk,HP EliteBook x360 1030 G8 | i7-1165G7 | 13.3&quot;,4395 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1030-g8-1165g7/
refurbed.dk,Dell Latitude 7410 | i5-10210U | 14&quot;,2885 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7410-i5-10210u/
refurbed.dk,Fujitsu Lifebook U7410 | i5-10310U | 14&quot;,2315 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/fujitsu-lifebook-u7410-i5-10310u/
refurbed.dk,Lenovo ThinkPad L13 Yoga G2 | i3-1115G4 | 13.3&quot;,3015 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l13-yoga-1115g4/
refurbed.dk,HP ZBook Firefly 14 G10 | i7-1355U | 14&quot;,7179 kr.,32.0 GB,1000 GB,https://www.refurbed.dk/p/hp-zbook-firefly-14-g10-1355u/
refurbed.dk,HP EliteBook x360 1040 G6 | i7-8665U | 14&quot;,3669 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1040-g6-8665u/
refurbed.dk,Lenovo V15 G2 IJL | Celeron N4500 | 15.6&quot;,4299 kr.,16.0 GB,240 GB,https://www.refurbed.dk/p/lenovo-v15-g2-ijl-celeron-n4500/
refurbed.dk,HP EliteBook 735 G6 | Ryzen 5 Pro 3500U | 13.3&quot;,2145 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-735-g6-5-pro-3500u/
refurbed.dk,Lenovo Thinkpad T14 G4 | i5-1345U | 14&quot;,6565 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14-g4-i5-1345u/
refurbed.dk,HP ZBook Power G7 | i9-10885H | 15.6&quot;,6875 kr.,32.0 GB,1000 GB,https://www.refurbed.dk/p/hp-zbook-power-g7-i9-10885h-15-6/
refurbed.dk,Lenovo ThinkPad L13 Yoga G2 | i7-1165G7 | 13.3&quot;,2765 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l13-yoga-i7-1165/
refurbed.dk,Dell Latitude 5330 | i5-1235U | 13.3&quot;,3729 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5330-i5-1235u/
refurbed.dk,Lenovo ThinkPad X1 Yoga G4 | i5-8265U | 14&quot;,2315 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g4-8265u/
refurbed.dk,HP ZBook 14u G5 | i7-8550U | 14&quot;,3435 kr.,8.0 GB,240 GB,https://www.refurbed.dk/p/hp-zbook-14-u-g5-i7-8550u-14/
refurbed.dk,HP EliteBook 860 G9 | i7-1255U | 16&quot;,6085 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-860-g9-i7-1255u/
refurbed.dk,Lenovo ThinkPad L15 G1 | Ryzen 5 4500U | 15.6&quot;,2979 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-l15-g1-r5-4500u/
refurbed.dk,HP EliteBook 840 G5 | i7-8650U | 14&quot;,2349 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-840-g5-8650u/
refurbed.dk,Dell Latitude 7400 2-in-1 | i5-8365U | 14&quot;,2779 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7400-2-in-1-8365u/
refurbed.dk,HP EliteBook 850 G7 | i7-10610U | 15.6&quot;,2835 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-850-g7-10610u-15-6/
refurbed.dk,Lenovo ThinkPad L380 Yoga | i3-8130U | 13.3&quot;,2475 kr.,4.0 GB,128 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l380-yoga-8130u/
refurbed.dk,Lenovo ThinkPad L13 Yoga G2 | i5-1135G7 | 13.3&quot;,2575 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l13-yoga-1135g7/
refurbed.dk,Lenovo ThinkPad X13 Yoga G2 | i5-1145G7 | 13.3&quot;,3755 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-x13-yoga-g2-i5-1145g7/
refurbed.dk,HP EliteBook 655 G10 | Ryzen 5 7530U | 15.6&quot;,"6164,94 kr.",16.0 GB,1000 GB,https://www.refurbed.dk/p/hp-elitebook-655-g10-r5-7530u/
refurbed.dk,HP ProBook X360 440 G1 | i3-8130U | 14&quot;,2849 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-probook-x360-440-g1-8130u/
refurbed.dk,HP ProBook 450 G9 | i5-1235U | 15.6&quot;,4089 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-probook-450-g9-1235u-15-6/
refurbed.dk,HP EliteBook 655 G9 | Ryzen 5 PRO 5675U | 15.6&quot;,4485 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-655-g9-5-pro-5675u/
refurbed.dk,Dell Precision 7530 | i7-8750H | 15.6&quot;,4775 kr.,16.0 GB,240 GB,https://www.refurbed.dk/p/dell-precision-7530-i7-8750h-15-/
refurbed.dk,Dell Latitude 5530 | i7-1270P | 15.6&quot;,5039 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5530-i7-1270p/
refurbed.dk,Lenovo ThinkPad L13 Yoga G1 | i5-10310U | 13.3&quot;,2375 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l13-g1-i5-10310u/
refurbed.dk,Dell Latitude 7390 2-in-1 | i5-8350U | 13.3&quot;,2519 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7390-2-in-1-8350u/
refurbed.dk,HP EliteBook 860 G11 | Core Ultra 5 125U | 16&quot;,6835 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-860-g11-5-125u/
refurbed.dk,HP ZBook Firefly 15 G8 | i7-1185G7 | 15.6&quot;,7699 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-zbook-15-firefly-g8-1185g7-15/
refurbed.dk,Lenovo ThinkPad X1 Yoga G5 | i7-10610U | 14&quot;,3335 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g5-i7-10610u/
refurbed.dk,Dell Latitude 15 5511 | i5-10400H | 15.6&quot;,3185 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-15-5511-10400h/
refurbed.dk,Dell Precision 3560 | i5-1135G7 | 15.6&quot;,3359 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-precision-3560-1135g7/
refurbed.dk,HP EliteBook 850 G6 | i5-8350U | 15.6&quot;,2855 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-850-g6-i5-8350u/
refurbed.dk,Dell Precision 7670 | i7-12850HX | 16&quot;,11325 kr.,32.0 GB,500 GB,https://www.refurbed.dk/p/dell-precision-7670-i7-12850hx/
refurbed.dk,Microsoft Surface Laptop Go | i5-1035G1 | 12.4&quot;,2309 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/microsoft-surface-go-i51035g1/
refurbed.dk,Lenovo ThinkPad E15 G2 | i7-1165G7 | 15.6&quot;,5635 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-e15-g2-1165g7/
refurbed.dk,HP EliteBook 850 G8 | i7-1165G7 | 15.6&quot;,4059 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-850-g8-1165g7-15-6/
refurbed.dk,Microsoft Surface Laptop 4 | i7-1185G7 | 15&quot;,4425 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/ms-surface-laptop-4-1185g7-15/
refurbed.dk,Lenovo Thinkpad T14 G1 | i5-10310U | 14&quot;,2209 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14-g1-i5-10310u/
refurbed.dk,Dell Latitude 7320 | i7-1185G7 | 13.3&quot;,2609 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7320-i7-1185g7/
refurbed.dk,Dell Latitude 7520 (Kulstof) | i7-1185G7 | 15.6&quot;,4299 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7520-car-i7-1185g7/
refurbed.dk,Dell XPS 15 9520 | i7-12700H | 15.6&quot;,7765 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-xps-15-9520-12700h-15-6/
refurbed.dk,Dell Latitude 3540 | i3-1315U | 15.6&quot;,5985 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-3540-i3-1315u-15/
refurbed.dk,Dell Latitude 15 5511 | i7-10850H | 15.6&quot;,4755 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-15-5511-10850h/
refurbed.dk,Lenovo ThinkPad P53 | i7-9750H | 15.6&quot;,5205 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-tp-p53-i7-9750h/
refurbed.dk,Dell Latitude 5520 | i5-1135G7 | 15.6&quot;,2655 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5520-1135g7/
refurbed.dk,HP EliteBook x360 830 G8 | i5-1135G7 | 13.3&quot;,2619 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-830-g8-1135g7/
refurbed.dk,HP ZBook Firefly 15 G8 | i7-1165G7 | 15.6&quot;,5765 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-zbook-firefly-15-g8-1165g7/
refurbed.dk,HP EliteBook 840 G9 | i7-1265U | 14&quot;,5579 kr.,32.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-840-g9-i7-1265u/
refurbed.dk,HP ZBook Firefly 14 G7 | i7-10510U | 14&quot;,3725 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/hp-zbook-14-firefly-g7-i7-10510u/
refurbed.dk,Lenovo Thinkpad T14 G1 | Ryzen 3 PRO 4450U | 14&quot;,3405 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t14-g1-4450u/
refurbed.dk,Dell Latitude 3310 2-in-1 | i5-8265U | 13.3&quot;,1985 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-3310-2-in-1-8265u/
refurbed.dk,HP EliteBook 640 G9 | i5-1245U | 14&quot;,3979 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-640-g9-i5-1245u-14/
refurbed.dk,Dell Latitude 7400 2-in-1 | i7-8665U | 14&quot;,3235 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-7400-2-in-1-8665u/
refurbed.dk,Lenovo ThinkPad X13 G1 | Ryzen 7 PRO 4750U | 13.3&quot;,4099 kr.,32.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-x13-r7-pro-4750u/
refurbed.dk,Lenovo ThinkPad P52 | Xeon E-2176M | 15.6&quot;,5005 kr.,32.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-p52-e-2176m/
refurbed.dk,Lenovo ThinkPad L13 Yoga G1 | i7-10510U | 13.3&quot;,3165 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l13-g1-i7-10510u/
refurbed.dk,HP ZBook 15 G6 | i7-9850H | 15.6&quot;,3795 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-zbook-15-g6-i7-9850h/
refurbed.dk,Dell Precision 5550 | i7-10850H | 15.6&quot;,4069 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-precision-5550-10850h/
refurbed.dk,Lenovo ThinkPad T490s | i7-8650U | 14&quot;,2529 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp490s-i7-8650u/
refurbed.dk,Lenovo ThinkPad X13 Yoga G2 | i7-1165G7 | 13.3&quot;,4389 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-x13-yoga-g2-i7-1165g7/
refurbed.dk,Fujitsu Lifebook E5510 | i5-10210U | 15.6&quot;,2845 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/fujitsu-lifebook-e5510-i5-10210u/
refurbed.dk,Dell Latitude 5591 | i7-8850H | 15.6&quot;,3815 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-lati-5591-156-i7-8850h/
refurbed.dk,Lenovo ThinkPad P1 G2 | i7-9850H | 15.6&quot;,6235 kr.,32.0 GB,1000 GB,https://www.refurbed.dk/p/lenovo-tp-p1g2-9850h/
refurbed.dk,Dell Latitude 5310 2-in-1 | i5-10310U | 13.3&quot;,3105 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5310-2-in-1-10310u/
refurbed.dk,Dell Vostro 15 5581 | i5-8265U | 15.6&quot;,2475 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-vostro-15-5581-i5-8265u/
refurbed.dk,Fujitsu Lifebook U939 | i5-8365U | 13.3&quot;,2199 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/fujitsu-lifebook-u939-i5-8365u/
refurbed.dk,Dell Latitude 7300 | i7-8665U | 13.3&quot;,2015 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7300-8665u-13-3/
refurbed.dk,HP Elitebook 845 G9 | Ryzen 5 PRO 6650U | 14&quot;,3835 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-845-g9-5-pro-6650u/
refurbed.dk,HP ProBook 440 G7 | i5-10310U | 14&quot;,2555 kr.,16.0 GB,128 GB,https://www.refurbed.dk/p/hp-probook-440-g7-i5-10310u/
refurbed.dk,Acer Spin 3 SP314-54N | i3-1005G1 | 14&quot;,3145 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/acer-spin-3-sp314-54n-1005g1-14/
refurbed.dk,HP EliteBook 830 G7 | i5-10310U | 13.3&quot;,2075 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/hp-elitebook-830-g7-i5-10310u/
refurbed.dk,Dell Latitude 5520 | i7-1165G7 | 15.6&quot;,4439 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5520-i7-1165g7/
refurbed.dk,HP ProBook 650 G8 | i7-1165G7 | 15.6&quot;,3775 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-probook-650-g8-i7-1165g7/
refurbed.dk,Dell Precision 3581 | i7-13800H | 15.6&quot;,11705 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-3581-13800h-16/
refurbed.dk,Dell Latitude 5330 | i5-1245U | 13.3&quot;,3345 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5330-i5-1245u/
refurbed.dk,Lenovo ThinkPad X1 Yoga G3 | i5-8350U | 14&quot;,2349 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g3-8350u/
refurbed.dk,Dell Latitude 5490 | i7-8650U | 14&quot;,2795 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-5490-8650u/
refurbed.dk,Dell Latitude 15 5510 | i7-10610U | 15.6&quot;,5559 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-latitude-15-5510-i7-10610u/
refurbed.dk,HP EliteBook x360 1040 G8 | i5-1135G7 | 14&quot;,3505 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1040-g8-1135g7/
refurbed.dk,HP EliteBook 860 G10 | i5-1345U | 16&quot;,4329 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-860-g10-i5-1345u/
refurbed.dk,HP ZBook Firefly 14 G8 | i7-1185G7 | 14&quot;,3789 kr.,32.0 GB,256 GB,https://www.refurbed.dk/p/hp-zbook-14-firefly-g8-1185g7-14/
refurbed.dk,Lenovo ThinkPad Yoga X380 | i7-8550U | 13.3&quot;,2379 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-yoga-x380-i7-8550u/
refurbed.dk,HP EliteBook 840 G10 | i7-1355U | 14&quot;,5095 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-840-g10-i7-1355u/
refurbed.dk,Dell Precision 5540 | i9-9880H | 15.6&quot;,6639 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-precision-5540-9880h-15-6/
refurbed.dk,Microsoft Surface Laptop 4 | Ryzen 5 3580U | 13.5&quot;,3005 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/ms-surface-laptop-4-3580u-13/
refurbed.dk,Lenovo ThinkPad L15 G2 | i5-1135G7 | 15.6&quot;,3425 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l15-g2-1135g7/
refurbed.dk,Dell Latitude 15 5500 | i5-8365U | 15.6&quot;,1945 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-15-5500-8365u-15-6/
refurbed.dk,Fujitsu Lifebook U749 | i5-8365U | 14&quot;,2049 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/fujitsu-lifebook-u749-i5-8365u/
refurbed.dk,Lenovo ThinkPad X1 Yoga G4 | i7-8650U | 14&quot;,4265 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-x1-yoga-g4-i7-8650u-14/
refurbed.dk,Apple MacBook Pro 2023 M2 | 16.2&quot;,10235 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/apple-macbook-pro-2023-m2-16-2/
refurbed.dk,HP EliteBook x360 1040 G7 | i5-10310U | 14&quot;,3139 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1040-g7-10310u/
refurbed.dk,Dell XPS 13 9370 | i5-8250U | 13.3&quot;,3795 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-xps-13-9370-i5-8250u-13-3/
refurbed.dk,Lenovo ThinkPad L14 G2 | i7-1185G7 | 14&quot;,3289 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l14-g2-1185g7-14/
refurbed.dk,Fujitsu Lifebook U7510 | i5-10210U | 15.6&quot;,2809 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/fujitsu-lifebook-u7510-10210u/
refurbed.dk,Lenovo ThinkPad L15 G3 | i5-1235U | 15.6&quot;,3795 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-l15-g3-i5-1235u/
refurbed.dk,HP EliteBook 840 G10 | i5-1345U | 14&quot;,4315 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-840-g10-i5-1345u/
refurbed.dk,Dell Latitude 3520 | i3-1115G4 | 15.6&quot;,3255 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-3520-i3-1115g4/
refurbed.dk,Dell Latitude 7390 2 in 1 | i5-8250U | 13.3&quot;,2849 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7390-2-1-i5-8250u/
refurbed.dk,HP EliteBook 860 G10 | i7-1360P | 16&quot;,8595 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-860-g10-i7-1360p/
refurbed.dk,HP EliteBook 640 G11 | Core Ultra 5 125U | 14&quot;,7019 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-640-g11-5-125u/
refurbed.dk,Lenovo ThinkPad P52 | i7-8750H | 15.6&quot;,4695 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-thinkpad-p52-i7-8750h/
refurbed.dk,HP EliteBook 840 G5 | i5-8265U | 14&quot;,2509 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-840-g5-i5-8265u/
refurbed.dk,Microsoft Surface Laptop 4 | Ryzen 5 4680U | 13.5&quot;,3319 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/ms-surface-laptop-4-4680u-13/
refurbed.dk,HP EliteBook 830 G10 | i5-1345U | 13.3&quot;,3505 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-elitebook-830-g10-i5-1345u/
refurbed.dk,Dell Precision 3560 | i7-1185G7 | 15.6&quot;,3589 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-3560-1185g7/
refurbed.dk,HP EliteBook 835 G7 | Ryzen 5 PRO 4650U | 13.3&quot;,2469 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/hp-eb-835-g7-r5-pro-4650u-13-3/
refurbed.dk,HP EliteBook 830 G8 | i7-1185G7 | 13.3&quot;,3815 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/hp-eb-830-g8-1185g7-13-3/
refurbed.dk,Dell Latitude 5411 | i5-10300H | 14&quot;,2049 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5411-10300h-14/
refurbed.dk,Dell Latitude 15 5511 | i5-10300H | 15.6&quot;,4305 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-15-5511-10300h/
refurbed.dk,Lenovo ThinkPad T15 G1 | i5-10310U | 15.6&quot;,3245 kr.,16.0 GB,128 GB,https://www.refurbed.dk/p/lenovo-thinkpad-t15-g1-10310u/
refurbed.dk,Lenovo ThinkPad P14s G1 | i7-10510U | 14&quot;,2685 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/lenovo-thinkpad-p14s-g1-10510u/
refurbed.dk,HP ZBook 15U G5 | i7-8650U | 15.6&quot;,6505 kr.,32.0 GB,500 GB,https://www.refurbed.dk/p/hp-zbook-15u-g5-8650u-15-6/
refurbed.dk,HP EliteBook x360 1040 G6 | i5-8265U | 14&quot;,2839 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/hp-elitebook-x360-1040-g6-8265u/
refurbed.dk,Dell Latitude 7400 2-in-1 | i5-8265U | 14&quot;,3385 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-7400-2-in-1-8265u/
refurbed.dk,Lenovo ThinkPad X1 Yoga G3 | i7-8650U | 14&quot;,3055 kr.,8.0 GB,256 GB,https://www.refurbed.dk/p/lenovo-tp-x1-yoga-g3-8650u/
refurbed.dk,Dell Latitude 7400 | i7-8665U | 14&quot;,2305 kr.,8.0 GB,128 GB,https://www.refurbed.dk/p/dell-latitude-7400-8665u/
refurbed.dk,Dell Latitude 5580 | i7-7820HQ | 15.6&quot;,3135 kr.,16.0 GB,256 GB,https://www.refurbed.dk/p/dell-latitude-5580-7820hq/
refurbed.dk,Dell Precision 5560 | i7-10850H | 15.6&quot;,6825 kr.,16.0 GB,512 GB,https://www.refurbed.dk/p/dell-precision-5560-i7-10850h/
